"Step","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_FLATNESS","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_FLATNESS__MIN","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_FLATNESS__MAX"
"0","0.03367255360213815","0.03367255360213815","0.03367255360213815"
"100","0.030942346674889147","0.030942346674889147","0.030942346674889147"
"199","0.030128073381218097","0.030128073381218097","0.030128073381218097"
