"Step","SGD, s=51, lr_decay - complexity/PACBAYES_FLATNESS","SGD, s=51, lr_decay - complexity/PACBAYES_FLATNESS__MIN","SGD, s=51, lr_decay - complexity/PACBAYES_FLATNESS__MAX"
"0","0.031788058321568946","0.031788058321568946","0.031788058321568946"
"100","0.030942346674889147","0.030942346674889147","0.030942346674889147"
"199","0.030128073381218097","0.030128073381218097","0.030128073381218097"
