"Step","SGD, s=51, lr_decay - complexity/PACBAYES_MAG_FLATNESS","SGD, s=51, lr_decay - complexity/PACBAYES_MAG_FLATNESS__MIN","SGD, s=51, lr_decay - complexity/PACBAYES_MAG_FLATNESS__MAX"
"0","0.010600618549509371","0.010600618549509371","0.010600618549509371"
"100","0.019081113639016937","0.019081113639016937","0.019081113639016937"
"199","0.018029398328883926","0.018029398328883926","0.018029398328883926"
