"Step","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_MAG_FLATNESS","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_MAG_FLATNESS__MIN","ENTROPY SGD, L=0,  SEED 51 - complexity/PACBAYES_MAG_FLATNESS__MAX"
"0","0.011925695924425557","0.011925695924425557","0.011925695924425557"
"100","0.01590092789923408","0.01590092789923408","0.01590092789923408"
"199","0.01590092789923408","0.01590092789923408","0.01590092789923408"
