"Step","Entropy-SGD L=10, E=20, SEED=51 - complexity/PACBAYES_MAG_FLATNESS","Entropy-SGD L=10, E=20, SEED=51 - complexity/PACBAYES_MAG_FLATNESS__MIN","Entropy-SGD L=10, E=20, SEED=51 - complexity/PACBAYES_MAG_FLATNESS__MAX"
"0","0.015471173337444574","0.015471173337444574","0.015471173337444574"
"4","0.020068878775973187","0.020068878775973187","0.020068878775973187"
"8","0.020444049870558017","0.020444049870558017","0.020444049870558017"
"12","0.020438347755138156","0.020438347755138156","0.020438347755138156"
"16","0.020444049870558017","0.020444049870558017","0.020444049870558017"
"19","0.024078697400774535","0.024078697400774535","0.024078697400774535"
